Lake,Site ID,EPA Sample ID,Species,PCBs,Other Halo Organics (monitored),HaloMeOPs,Other Halo Organics UM,PCBs Targeted,Analyte_Original,Analyte_Averagred_ID,Concentration,Mass,Formula,Analyte_ID,Feeding,
Lake_Erie,GLNS15-2150,775094,Freshwater drum,404,178,15462,78,427.98,IL-1.203-0.833-X,IL-1.200-0.978-X,75.74,280.0505,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1165,775114,Freshwater drum,536,88,12645,131,576.77,IL-0.704-0.841-X,IL-0.704-0.955-X,29.59,172.0287,C8H9ClO2,X-0.70-172.029,P,
Lake_Erie,GLNS15-1165,775114,Freshwater drum,536,88,12645,131,576.77,IL-1.220-0.856-X,IL-1.217-0.995-X,41.51,280.0492,C14H13ClO4,X-1.22-280.050,P,
Lake_Erie,GLNS15-1165,775114,Freshwater drum,536,88,12645,131,576.77,IL-1.203-0.841-X,IL-1.200-0.978-X,53.54,280.0496,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1159,775174,Yellow perch,0,0,5406,2,19.43,IL-0.704-0.822-X,IL-0.704-0.955-X,1.5,172.0307,C8H9ClO2,X-0.70-172.029,P,
Lake_Erie,GLNS15-1157,775214,White bass,242,87,5497,14,184.65,IL-0.645-1.037-X,IL-0.643-1.072-X,2,172.0272,C8H9ClO2,X-0.65-172.029,P,
Lake_Erie,GLNS15-1157,775214,White bass,242,87,5497,14,184.65,IL-1.204-0.989-X,IL-1.200-0.978-X,2,280.0503,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1157,775214,White bass,242,87,5497,14,184.65,IL-0.696-1.256-X,IL-0.699-1.290-X,2,341.787,C7H5Br3O,X-0.70-341.788,P,
Lake_Erie,GLNS15-2140,775234,Yellow perch,85,33,12197,4,14.86,IL-0.646-0.889-X,IL-0.643-1.072-X,1.23,172.029,C8H9ClO2,X-0.65-172.029,P,
Lake_Erie,GLNS15-2140,775234,Yellow perch,85,33,12197,4,14.86,IL-0.704-0.837-X,IL-0.704-0.955-X,4.25,172.0292,C8H9ClO2,X-0.70-172.029,P,
Lake_Erie,GLNS15-2140,775234,Yellow perch,85,33,12197,4,14.86,IL-1.203-0.851-X,IL-1.200-0.978-X,13.59,280.0512,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.702-0.973-X,IL-0.704-0.955-X,2.33,172.0288,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.634-1.284-X,IL-0.632-1.265-X,9.61,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.542-1.241-X,IL-0.543-1.239-X,1.71,186.0443,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.623-1.052-X,IL-0.624-1.057-X,1.71,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.864-1.025-X,IL-0.862-1.026-X,0.65,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.464-1.523-X,IL-0.460-1.525-X,1.32,214.1122,C12H19ClO,X-0.46-214.112,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.706-1.099-X,IL-0.709-1.096-X,3.06,216.0913,C11H17ClO2,X-0.71-216.091,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-1.496-1.036-X,IL-1.498-1.047-X,3.72,234.9953,C12H7Cl2N,X-1.50-234.995,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-1.136-1.119-X,IL-1.139-1.108-X,4.45,235.0081,C13H9Cl2,X-1.14-235.008,P,DDD
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.808-1.038-X,IL-0.809-1.041-X,2.38,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.800-1.254-X,IL-0.801-1.251-X,1.9,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-1.198-0.999-X,IL-1.200-0.978-X,71.56,280.0479,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-1.215-1.019-X,IL-1.217-0.995-X,31.4,280.0501,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.721-1.295-X,IL-0.718-1.295-X,1.41,337.7936,C8H5Br3,X-0.72-337.794,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.700-1.287-X,IL-0.699-1.290-X,2.27,341.788,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-1.226-1.514-X,IL-1.226-1.476-X,3.35,358.7463,Unknown G-C7H3Br3Cl,X-1.23-358.746,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.898-1.481-X,IL-0.899-1.450-X,2.59,384.806,C10H4Cl7O,X-0.90-384.806,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.641-1.304-X,IL-0.641-1.293-X,18.3,131.0251,C6H8ClO,X-0.64-131.026,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.704-0.980-X,IL-0.704-0.955-X,2.35,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.632-1.276-X,IL-0.632-1.265-X,12.61,185.0354,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.541-1.242-X,IL-0.543-1.239-X,6.73,186.0446,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.624-1.059-X,IL-0.624-1.057-X,18.66,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.860-1.028-X,IL-0.862-1.026-X,2.66,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.459-1.533-X,IL-0.460-1.525-X,21.53,214.1122,C12H19ClO,X-0.46-214.112,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.805-1.044-X,IL-0.809-1.041-X,0.25,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.799-1.257-X,IL-0.801-1.251-X,0.37,273.9137,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-1.214-1.019-X,IL-1.217-0.995-X,2.79,280.0498,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-1.199-0.998-X,IL-1.200-0.978-X,43.22,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1294,775494,Chinook salmon,323,97,2067,148,362.73,IL-0.696-1.302-X,IL-0.699-1.290-X,0.87,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-0.633-1.260-X,IL-0.632-1.265-X,28.2,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-0.540-1.199-X,IL-0.543-1.239-X,0.1,186.0443,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-0.549-1.323-X,IL-0.549-1.323-X,1.1,198.0808,C11H15ClO,X-0.55-198.081,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-0.508-1.328-X,IL-0.509-1.355-X,0.6,209.941,C7H5Cl3O,X-0.51-209.941,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-0.460-1.509-X,IL-0.460-1.525-X,4.4,214.1122,C12H19ClO,X-0.46-214.112,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-0.807-1.020-X,IL-0.809-1.041-X,0.2,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-0.801-1.255-X,IL-0.801-1.251-X,4.9,273.9121,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-1.214-1.017-X,IL-1.217-0.995-X,47.1,280.0498,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-1.197-1.002-X,IL-1.200-0.978-X,96.82,280.0501,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-1.059-1.156-X,IL-1.057-1.159-X,2.2,336.8679,C10H7Cl6,X-1.06-336.867,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-1.227-1.445-X,IL-1.226-1.476-X,1.9,358.7459,Unknown G-C7H3Br3Cl,X-1.23-358.746,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.702-0.972-X,IL-0.704-0.955-X,1.64,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.634-1.277-X,IL-0.632-1.265-X,8.03,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.542-1.246-X,IL-0.543-1.239-X,1.13,186.0443,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.623-1.058-X,IL-0.624-1.057-X,1.47,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.864-1.027-X,IL-0.862-1.026-X,2.86,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.945-1.064-X,IL-0.944-1.059-X,2.08,223.9907,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-1.498-1.037-X,IL-1.498-1.047-X,0.18,234.9953,C12H7Cl2N,X-1.50-234.995,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.800-1.257-X,IL-0.801-1.251-X,0.64,273.9119,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-1.200-1.000-X,IL-1.200-0.978-X,36.67,280.0488,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-1.217-1.017-X,IL-1.217-0.995-X,9.6,280.0499,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-2191,775594,Brown trout,305,303,5305,95,291.86,IL-0.700-1.307-X,IL-0.699-1.290-X,1.01,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2189,775674,Rainbow trout,213,211,2991,54,192.67,IL-0.702-0.969-X,IL-0.704-0.955-X,0.7,172.0288,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2189,775674,Rainbow trout,213,211,2991,54,192.67,IL-0.542-1.251-X,IL-0.543-1.239-X,0.49,186.0449,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2189,775674,Rainbow trout,213,211,2991,54,192.67,IL-0.864-1.019-X,IL-0.862-1.026-X,0.14,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-2189,775674,Rainbow trout,213,211,2991,54,192.67,IL-0.708-1.091-X,IL-0.709-1.096-X,1.46,216.0912,C11H17ClO2,X-0.71-216.091,P,
Lake_Ontario,GLNS15-2189,775674,Rainbow trout,213,211,2991,54,192.67,IL-0.945-1.063-X,IL-0.944-1.059-X,0.09,223.9907,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-2189,775674,Rainbow trout,213,211,2991,54,192.67,IL-1.198-1.000-X,IL-1.200-0.978-X,41.79,280.0479,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2189,775674,Rainbow trout,213,211,2991,54,192.67,IL-1.217-1.018-X,IL-1.217-0.995-X,6.12,280.0499,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.633-1.251-X,IL-0.632-1.265-X,10.83,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.542-1.218-X,IL-0.543-1.239-X,3.47,186.044,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.625-1.038-X,IL-0.624-1.057-X,2.61,188.0601,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.862-1.019-X,IL-0.862-1.026-X,0.45,190.0294,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.708-1.086-X,IL-0.709-1.096-X,0.5,216.0913,C11H17ClO2,X-0.71-216.091,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-1.502-1.064-X,IL-1.498-1.047-X,0.42,234.9957,C12H7Cl2N,X-1.50-234.995,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.807-1.017-X,IL-0.809-1.041-X,0.58,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.801-1.228-X,IL-0.801-1.251-X,0.78,273.9121,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-1.199-0.988-X,IL-1.200-0.978-X,25.49,280.049,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-1.059-1.142-X,IL-1.057-1.159-X,8.46,336.8678,C10H7Cl6,X-1.06-336.867,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.718-1.287-X,IL-0.718-1.295-X,0.77,337.7929,C8H5Br3,X-0.72-337.794,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-1.227-1.455-X,IL-1.226-1.476-X,0.47,358.7476,Unknown G-C7H3Br3Cl,X-1.23-358.746,P,
Lake_Ontario,GLNS15-1291,775714,Lake trout,1216,454,2538,80,951.6,IL-0.898-1.428-X,IL-0.899-1.450-X,0.67,384.806,C10H4Cl7O,X-0.90-384.806,P,
Lake_Michigan,GLNS15-2048,775814,White sucker,84,8,3227,6,64.3,IL-0.703-0.975-X,IL-0.704-0.955-X,3.02,172.0286,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-2048,775814,White sucker,84,8,3227,6,64.3,IL-0.647-1.042-X,IL-0.643-1.072-X,0.32,172.0288,C8H9ClO2,X-0.65-172.029,BD,
Lake_Michigan,GLNS15-2048,775814,White sucker,84,8,3227,6,64.3,IL-0.549-1.251-X,IL-0.651-1.086-X,0.09,186.0441,C9H11ClO2,X-0.54-186.044,BD,
Lake_Michigan,GLNS15-2048,775814,White sucker,84,8,3227,6,64.3,IL-0.716-1.091-X,IL-0.709-1.096-X,0.42,216.0913,C11H17ClO2,X-0.71-216.091,BD,
Lake_Michigan,GLNS15-2048,775814,White sucker,84,8,3227,6,64.3,IL-1.203-0.987-X,IL-1.200-0.978-X,1.32,280.0503,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-2048,775814,White sucker,84,8,3227,6,64.3,IL-1.220-1.008-X,IL-1.217-0.995-X,0.32,280.0505,C14H13ClO4,X-1.22-280.050,BD,
Lake_Michigan,GLNS15-2058,775834,White sucker,2,2,2968,14,8.4,IL-0.646-1.027-X,IL-0.643-1.072-X,2.7,172.0287,C8H9ClO2,X-0.65-172.029,BD,
Lake_Michigan,GLNS15-2058,775834,White sucker,2,2,2968,14,8.4,IL-0.703-0.990-X,IL-0.704-0.955-X,2,172.0287,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-2058,775834,White sucker,2,2,2968,14,8.4,IL-0.542-1.208-X,IL-0.543-1.239-X,0.7,186.0446,C9H11ClO2,X-0.54-186.044,BD,
Lake_Michigan,GLNS15-2058,775834,White sucker,2,2,2968,14,8.4,IL-0.625-1.039-X,IL-0.624-1.057-X,1.1,188.0595,C9H13ClO2,X-0.62-188.060,BD,
Lake_Michigan,GLNS15-2058,775834,White sucker,2,2,2968,14,8.4,IL-1.500-1.055-X,IL-1.498-1.047-X,0.2,234.9953,C12H7Cl2N,X-1.50-234.995,BD,
Lake_Michigan,GLNS15-2058,775834,White sucker,2,2,2968,14,8.4,IL-1.197-1.002-X,IL-1.200-0.978-X,3.7,280.0502,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-2058,775834,White sucker,2,2,2968,14,8.4,IL-0.697-1.280-X,IL-0.699-1.290-X,0.2,341.7876,C7H5Br3O,X-0.70-341.788,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-0.703-0.973-X,IL-0.704-0.955-X,1.33,172.0286,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-0.646-1.029-X,IL-0.643-1.072-X,0.81,172.0288,C8H9ClO2,X-0.65-172.029,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-0.631-1.265-X,IL-0.632-1.265-X,2.19,185.0365,C9H10ClO2,X-0.63-185.037,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-0.540-1.242-X,IL-0.543-1.239-X,0.6,186.0447,C9H11ClO2,X-0.54-186.044,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-0.625-1.047-X,IL-0.624-1.057-X,0.75,188.0601,C9H13ClO2,X-0.62-188.060,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-0.460-1.502-X,IL-0.460-1.525-X,0.68,214.1128,C12H19ClO,X-0.46-214.112,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-0.801-1.227-X,IL-0.801-1.251-X,4.41,273.9106,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-1.199-0.995-X,IL-1.200-0.978-X,0.29,280.0498,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-2059,775854,White sucker,253,17,1799,33,166.54,IL-1.216-1.011-X,IL-1.217-0.995-X,21.16,280.0499,C14H13ClO4,X-1.22-280.050,BD,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-0.703-0.961-X,IL-0.704-0.955-X,3.16,172.0284,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-0.646-1.022-X,IL-0.643-1.072-X,11.11,172.0286,C8H9ClO2,X-0.65-172.029,P,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-0.631-1.257-X,IL-0.632-1.265-X,1.33,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-1.502-1.047-X,IL-1.498-1.047-X,1.06,234.9944,C12H7Cl2N,X-1.50-234.995,P,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-0.801-1.231-X,IL-0.801-1.251-X,0.44,273.9113,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-1.199-0.995-X,IL-1.200-0.978-X,6.87,280.049,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-1.057-1.167-X,IL-1.057-1.159-X,0.1,336.8674,C10H7Cl6,X-1.06-336.867,P,
Lake_Michigan,GLNS15-2060,775874,Walleye,712,139,5611,30,476.78,IL-0.697-1.250-X,IL-0.699-1.290-X,0.3,341.7885,C7H5Br3O,X-0.70-341.788,P,
Lake_Michigan,GLNS15-1243,775954,Burbot,12,30,2501,2,17.37,IL-1.203-0.982-X,IL-1.200-0.978-X,1.8,280.0509,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-1244,775974,Brown trout,608,671,3962,9,419.33,IL-0.699-0.975-X,IL-0.704-0.955-X,0.74,172.0279,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-1244,775974,Brown trout,608,671,3962,9,419.33,IL-1.198-0.993-X,IL-1.200-0.978-X,6.67,280.0497,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-1244,775974,Brown trout,608,671,3962,9,419.33,IL-1.053-1.175-X,IL-1.057-1.159-X,0.96,336.8678,C10H7Cl6,X-1.06-336.867,P,
Lake_Michigan,GLNS15-1251,776034,Burbot,2,4,2973,1,9.15,IL-1.203-0.987-X,IL-1.200-0.978-X,0.6,280.0502,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-1256,776054,Walleye,529,99,4719,9,379.7,IL-1.203-0.986-X,IL-1.200-0.978-X,7.85,280.0501,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1156,776254,Lake whitefish,338,70,2508,37,385.29,IL-1.028-1.139-X,IL-1.028-1.146-X,0.5,301.9668,C13H9Cl3O2,X-1.03-301.967,BD,
Lake_Huron,GLNS15-1207,776334,Freshwater drum,115,20,834,36,78.15,IL-1.139-1.111-X,IL-1.139-1.108-X,1.28,235.0076,C13H9Cl2,X-1.14-235.008,P,DDD
Lake_Huron,GLNS15-1207,776334,Freshwater drum,115,20,834,36,78.15,IL-1.200-0.995-X,IL-1.200-0.978-X,22.84,280.0477,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-1207,776334,Freshwater drum,115,20,834,36,78.15,IL-1.218-1.015-X,IL-1.217-0.995-X,8.38,280.05,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-2199,776354,Lake trout,943,491,4939,203,841.66,IL-0.635-1.273-X,IL-0.632-1.265-X,74.97,185.0598,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2199,776354,Lake trout,943,491,4939,203,841.66,IL-0.545-1.231-X,IL-0.543-1.239-X,16.56,186.0444,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2199,776354,Lake trout,943,491,4939,203,841.66,IL-0.624-1.058-X,IL-0.624-1.057-X,25.72,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-2199,776354,Lake trout,943,491,4939,203,841.66,IL-1.201-0.994-X,IL-1.200-0.978-X,52.48,280.05,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2199,776354,Lake trout,943,491,4939,203,841.66,IL-1.218-1.014-X,IL-1.217-0.995-X,36.61,280.05,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-2199,776354,Lake trout,943,491,4939,203,841.66,IL-0.699-1.278-X,IL-0.699-1.290-X,3.72,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Huron,GLNS15-2094,776394,Lake trout,246,486,6118,177,58.8,IL-0.706-0.965-X,IL-0.704-0.955-X,6.54,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Huron,GLNS15-2094,776394,Lake trout,246,486,6118,177,58.8,IL-0.637-1.264-X,IL-0.632-1.265-X,3.1,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Huron,GLNS15-2094,776394,Lake trout,246,486,6118,177,58.8,IL-0.544-1.242-X,IL-0.543-1.239-X,0.81,186.0443,C9H11ClO2,X-0.54-186.044,P,
Lake_Huron,GLNS15-2094,776394,Lake trout,246,486,6118,177,58.8,IL-0.806-1.248-X,IL-0.801-1.251-X,4.03,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Huron,GLNS15-2094,776394,Lake trout,246,486,6118,177,58.8,IL-1.203-0.983-X,IL-1.200-0.978-X,91.35,280.0499,C14H13ClO4,X-1.20-280.050,P,
