Lake,Site ID,EPA Sample ID,Species,PCBs,Other Halo Organics (monitored),HaloMeOPs,Other Halo Organics UM,PCBs Targeted,Analyte_Original,Analyte_Averagred_ID,Concentration,Mass,Formula,Analyte_ID,Feeding,
Lake_Ontario,GLNS15-2190,780954,Lake trout,173,140,951,36,644.71,IL-0.743-1.505-X,IL-0.699-1.290-X,0.8,341.7881,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-0.633-1.267-X,IL-0.632-1.265-X,19.52,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-0.541-1.248-X,IL-0.543-1.239-X,4.91,186.0443,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-0.624-1.044-X,IL-0.624-1.057-X,9.99,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-0.862-1.027-X,IL-0.862-1.026-X,7.28,190.0284,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-0.809-1.036-X,IL-0.809-1.041-X,1.81,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-0.800-1.246-X,IL-0.801-1.251-X,7.15,273.9099,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-1.200-1.000-X,IL-1.200-0.978-X,40.13,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2186,780974,Lake trout,1025,668,4365,143,481.47,IL-1.225-1.472-X,IL-1.226-1.476-X,1.39,358.743,Unknown G-C7H3Br3Cl,X-1.23-358.746,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-0.645-1.042-X,IL-0.643-1.072-X,0.79,172.0288,C8H9ClO2,X-0.65-172.029,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-0.702-0.967-X,IL-0.704-0.955-X,1.91,172.029,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-0.943-1.064-X,IL-0.944-1.059-X,0.21,223.9907,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-1.496-1.033-X,IL-1.498-1.047-X,0.12,234.996,C12H7Cl2N,X-1.50-234.995,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-0.811-1.026-X,IL-0.809-1.041-X,0.1,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-0.800-1.264-X,IL-0.801-1.251-X,0.07,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-1.198-0.997-X,IL-1.200-0.978-X,1.45,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2192,780994,Smallmouth bass,42,14,2094,6,22.92,IL-0.700-1.287-X,IL-0.699-1.290-X,0.07,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.640-1.290-X,IL-0.641-1.293-X,5.58,131.0259,C6H8ClO,X-0.64-131.026,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.633-1.258-X,IL-0.632-1.265-X,10.88,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.540-1.231-X,IL-0.543-1.239-X,6.24,186.0442,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.623-1.051-X,IL-0.624-1.057-X,7.3,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.862-1.021-X,IL-0.862-1.026-X,0.83,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.708-1.083-X,IL-0.709-1.096-X,5.37,216.0913,C11H17ClO2,X-0.71-216.091,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.943-1.051-X,IL-0.944-1.059-X,1.2,223.9909,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.807-1.036-X,IL-0.809-1.041-X,0.32,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-1.106-1.063-X,IL-1.106-1.063-X,0.88,248.0166,C14H10Cl2,X-1.11-248.015,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.799-1.217-X,IL-0.801-1.251-X,0.11,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-1.197-0.993-X,IL-1.200-0.978-X,15.76,280.0508,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.697-1.294-X,IL-0.699-1.290-X,0.49,341.7889,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.898-1.461-X,IL-0.899-1.450-X,0.13,384.806,C10H4Cl7O,X-0.90-384.806,P,
Lake_Erie,GLNS15-1158,793314,Walleye,89,33,3512,38,45.09,IL-0.708-0.810-X,IL-0.704-0.955-X,20.07,172.0285,C8H9ClO2,X-0.70-172.029,P,
Lake_Erie,GLNS15-1158,793314,Walleye,89,33,3512,38,45.09,IL-1.203-0.841-X,IL-1.200-0.978-X,16.82,280.0508,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1158,793314,Walleye,89,33,3512,38,45.09,IL-1.213-0.887-X,IL-1.195-1.066-X,0.5,336.061,C17H17ClO3S,X-1.20-336.059,P,
Lake_Erie,GLNS15-1154,793374,Smallmouth bass,129,36,3335,53,118.59,IL-0.648-0.876-X,IL-0.643-1.072-X,12.71,172.0284,C8H9ClO2,X-0.65-172.029,P,
Lake_Erie,GLNS15-1154,793374,Smallmouth bass,129,36,3335,53,118.59,IL-1.218-0.858-X,IL-1.217-0.995-X,7.97,280.0504,C14H13ClO4,X-1.22-280.050,P,
Lake_Erie,GLNS15-1154,793374,Smallmouth bass,129,36,3335,53,118.59,IL-1.203-0.843-X,IL-1.200-0.978-X,21.9,280.0505,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1154,793374,Smallmouth bass,129,36,3335,53,118.59,IL-1.188-0.905-X,IL-1.195-1.066-X,8.87,336.0585,C17H17ClO3S,X-1.20-336.059,P,
Lake_Erie,GLNS15-2152,793414,Smallmouth bass,51,8,37472,2,157.72,IL-0.635-1.062-X,IL-0.643-1.072-X,2.5,172.0286,C8H9ClO2,X-0.65-172.029,P,
Lake_Erie,GLNS15-1155,793434,Smallmouth bass,496,199,3585,19,251.08,IL-1.220-0.856-X,IL-1.217-0.995-X,1.9,280.0502,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-1203,794414,Walleye,723,273,10351,65,34.48,IL-0.701-0.981-X,IL-0.704-0.955-X,31.24,172.0287,C8H9ClO2,X-0.70-172.029,P,
Lake_Huron,GLNS15-1203,794414,Walleye,723,273,10351,65,34.48,IL-1.141-1.098-X,IL-1.139-1.108-X,14.25,235.0074,C13H9Cl2,X-1.14-235.008,P,
Lake_Huron,GLNS15-1203,794414,Walleye,723,273,10351,65,34.48,IL-0.806-1.270-X,IL-0.801-1.251-X,1.4,273.9104,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Huron,GLNS15-2098,794434,Lake whitefish,4,7,8767,1,28.05,IL-0.703-0.979-X,IL-0.704-0.955-X,1.14,172.0288,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-2052,794494,Walleye,260,55,3622,28,101.58,IL-0.646-1.051-X,IL-0.643-1.072-X,3.46,172.0283,C8H9ClO2,X-0.65-172.029,P,
Lake_Michigan,GLNS15-2052,794494,Walleye,260,55,3622,28,101.58,IL-0.705-0.985-X,IL-0.704-0.955-X,1.32,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-2052,794494,Walleye,260,55,3622,28,101.58,IL-0.629-1.300-X,IL-0.632-1.265-X,2.22,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Michigan,GLNS15-2052,794494,Walleye,260,55,3622,28,101.58,IL-0.662-1.089-X,IL-0.651-1.086-X,0.68,186.0445,C9H11ClO2,X-0.66-186.044,P,
Lake_Michigan,GLNS15-2052,794494,Walleye,260,55,3622,28,101.58,IL-1.196-0.992-X,IL-1.200-0.978-X,9.59,280.0502,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2052,794494,Walleye,260,55,3622,28,101.58,IL-1.213-1.015-X,IL-1.217-0.995-X,2.35,280.0504,C14H13ClO4,X-1.22-280.050,P,
Lake_Michigan,GLNS15-2052,794494,Walleye,260,55,3622,28,101.58,IL-0.694-1.331-X,IL-0.699-1.290-X,0.92,341.787,C7H5Br3O,X-0.70-341.788,P,
Lake_Michigan,GLNS15-1250,794774,Chinook salmon,304,315,805,6,265.14,IL-0.701-0.978-X,IL-0.704-0.955-X,3,172.0281,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-1250,794774,Chinook salmon,304,315,805,6,265.14,IL-1.200-0.990-X,IL-1.200-0.978-X,2.8,280.046,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-2011,794934,Longnose sucker,73,112,2222,18,32.57,IL-0.642-1.067-X,IL-0.643-1.072-X,0.24,172.0288,C8H9ClO2,X-0.65-172.029,BD,
Lake_Superior,GLNS15-2011,794934,Longnose sucker,73,112,2222,18,32.57,IL-1.143-0.930-X,IL-1.144-1.021-X,11.8,235.0078,C13H9Cl2,X-1.14-235.008,BD,
Lake_Superior,GLNS15-2011,794934,Longnose sucker,73,112,2222,18,32.57,IL-1.203-0.846-X,IL-1.200-0.978-X,1.88,280.05,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-2007,794954,Longnose sucker,12,12,8286,13.03,18.35,IL-0.704-0.967-X,IL-0.704-0.955-X,3.81,172.0286,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-2007,794954,Longnose sucker,12,12,8286,13.03,18.35,IL-1.201-0.988-X,IL-1.200-0.978-X,3.21,280.05,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-2007,794954,Longnose sucker,12,12,8286,13.03,18.35,IL-1.218-1.007-X,IL-1.217-0.995-X,2.3,280.0501,C14H13ClO4,X-1.22-280.050,BD,
Lake_Superior,GLNS15-1339,794974,Longnose sucker,15,13,2257,14,21.61,IL-0.644-1.042-X,IL-0.643-1.072-X,1.07,172.0285,C8H9ClO2,X-0.65-172.029,BD,
Lake_Superior,GLNS15-1339,794974,Longnose sucker,15,13,2257,14,21.61,IL-0.704-0.970-X,IL-0.704-0.955-X,2.72,172.0288,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-1339,794974,Longnose sucker,15,13,2257,14,21.61,IL-0.802-1.267-X,IL-0.801-1.251-X,0.07,273.9117,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Superior,GLNS15-1339,794974,Longnose sucker,15,13,2257,14,21.61,IL-1.198-0.995-X,IL-1.200-0.978-X,4.2,280.0499,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-1253,795114,Freshwater drum,190,117,2483,79,176.27,IL-0.635-1.253-X,IL-0.643-1.072-X,1.86,172.0286,C8H9ClO2,X-0.65-172.029,P,
Lake_Michigan,GLNS15-1253,795114,Freshwater drum,190,117,2483,79,176.27,IL-0.541-1.228-X,IL-0.543-1.239-X,0.34,186.0438,C9H11ClO2,X-0.54-186.044,P,
Lake_Michigan,GLNS15-1253,795114,Freshwater drum,190,117,2483,79,176.27,IL-0.658-1.078-X,IL-0.651-1.086-X,1.83,186.0444,C9H11ClO2,X-0.66-186.044,P,
Lake_Michigan,GLNS15-1253,795114,Freshwater drum,190,117,2483,79,176.27,IL-1.197-0.989-X,IL-1.200-0.978-X,50.76,280.0503,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-1253,795114,Freshwater drum,190,117,2483,79,176.27,IL-1.217-1.005-X,IL-1.217-0.995-X,7.25,280.0503,C14H13ClO4,X-1.22-280.050,P,
Lake_Michigan,GLNS15-1253,795114,Freshwater drum,190,117,2483,79,176.27,IL-1.025-1.139-X,IL-1.028-1.146-X,0.63,301.9672,C13H9Cl3O2,X-1.03-301.967,P,
Lake_Michigan,GLNS15-1246,795174,Coho salmon,61,95,2929,5,55.38,IL-0.704-0.976-X,IL-0.704-0.955-X,1.96,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-1252,795214,Yellow perch,1,12,4959,1,8.52,IL-0.701-0.973-X,IL-0.704-0.955-X,0.9,172.0288,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-0.637-1.265-X,IL-0.632-1.265-X,5.18,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-0.716-1.066-X,IL-0.709-1.096-X,7.46,216.0913,C11H17ClO2,X-0.71-216.091,P,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-0.820-1.005-X,IL-0.809-1.041-X,0.57,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-0.810-1.228-X,IL-0.801-1.251-X,0.89,273.9113,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-1.205-0.978-X,IL-1.200-0.978-X,53.72,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-1.058-1.144-X,IL-1.057-1.159-X,0.84,336.8674,C10H7Cl6,X-1.06-336.867,P,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-0.904-1.452-X,IL-0.899-1.450-X,0.06,384.806,C10H4Cl7O,X-0.90-384.806,P,
Lake_Superior,GLNS15-1335,795294,Lake trout,73,723,5154,79,46.26,IL-0.706-0.825-X,IL-0.704-0.955-X,7.8,172.0285,C8H9ClO2,X-0.70-172.029,P,
Lake_Superior,GLNS15-1335,795294,Lake trout,73,723,5154,79,46.26,IL-0.633-1.072-X,IL-0.643-1.072-X,5.17,172.0286,C8H9ClO2,X-0.65-172.029,P,
Lake_Superior,GLNS15-1335,795294,Lake trout,73,723,5154,79,46.26,IL-1.141-0.938-X,IL-1.139-1.108-X,1.66,235.008,C13H9Cl2,X-1.14-235.008,P,
Lake_Superior,GLNS15-1335,795294,Lake trout,73,723,5154,79,46.26,IL-1.205-0.848-X,IL-1.200-0.978-X,19.79,280.0502,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-1345,795334,Longnose sucker,32,42,7613,47,32.54,IL-0.704-0.972-X,IL-0.704-0.955-X,8.23,172.0282,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-1345,795334,Longnose sucker,32,42,7613,47,32.54,IL-0.637-1.263-X,IL-0.632-1.265-X,0.73,185.0365,C9H10ClO2,X-0.63-185.037,BD,
Lake_Superior,GLNS15-1345,795334,Longnose sucker,32,42,7613,47,32.54,IL-0.802-1.240-X,IL-0.801-1.251-X,0.23,273.9112,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Superior,GLNS15-1345,795334,Longnose sucker,32,42,7613,47,32.54,IL-1.198-0.997-X,IL-1.200-0.978-X,26.88,280.0499,C14H13ClO4,X-1.20-280.050,BD,
Lake_Huron,GLNS15-2101,795394,Walleye,116,91,2749,11,133.11,IL-0.705-0.971-X,IL-0.704-0.955-X,4.5,172.0285,C8H9ClO2,X-0.70-172.029,P,
Lake_Huron,GLNS15-1211,795494,Freshwater drum,157,21,8770,357,81.58,IL-0.642-1.261-X,IL-0.643-1.072-X,2.25,172.028,C8H9ClO2,X-0.65-172.029,P,
Lake_Huron,GLNS15-1211,795494,Freshwater drum,157,21,8770,357,81.58,IL-0.663-1.085-X,IL-0.651-1.086-X,7.2,186.044,C9H11ClO2,X-0.66-186.044,P,
Lake_Huron,GLNS15-1211,795494,Freshwater drum,157,21,8770,357,81.58,IL-1.136-1.111-X,IL-1.139-1.108-X,8.17,235.0059,C13H9Cl2,X-1.14-235.008,P,
Lake_Huron,GLNS15-1211,795494,Freshwater drum,157,21,8770,357,81.58,IL-1.145-1.111-X,IL-1.144-1.021-X,2.41,235.0061,C13H9Cl2,X-1.14-235.008,P,
Lake_Huron,GLNS15-1211,795494,Freshwater drum,157,21,8770,357,81.58,IL-0.802-1.278-X,IL-0.801-1.251-X,0.57,273.9104,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Huron,GLNS15-1211,795494,Freshwater drum,157,21,8770,357,81.58,IL-1.218-1.018-X,IL-1.217-0.995-X,113.27,280.05,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-1211,795494,Freshwater drum,157,21,8770,357,81.58,IL-1.200-0.998-X,IL-1.200-0.978-X,220.92,280.0503,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-2103,795554,Freshwater drum,32,11,2611,29,31.89,IL-0.648-1.031-X,IL-0.643-1.072-X,1.02,172.0295,C8H9ClO2,X-0.65-172.029,P,
Lake_Huron,GLNS15-2103,795554,Freshwater drum,32,11,2611,29,31.89,IL-1.197-0.983-X,IL-1.200-0.978-X,28.05,280.0498,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2061,795674,Yellow perch,22,11,1085,21,22.38,IL-0.696-0.894-X,IL-0.704-0.955-X,0.2,172.0288,C8H9ClO2,X-0.70-172.029,P,
Lake_Michigan,GLNS15-2061,795674,Yellow perch,22,11,1085,21,22.38,IL-0.660-0.989-X,IL-0.651-1.086-X,0.3,186.0443,C9H11ClO2,X-0.66-186.044,P,
Lake_Michigan,GLNS15-2061,795674,Yellow perch,22,11,1085,21,22.38,IL-1.136-1.097-X,IL-1.139-1.108-X,0.56,235.0077,C13H9Cl2,X-1.14-235.008,P,
Lake_Michigan,GLNS15-2061,795674,Yellow perch,22,11,1085,21,22.38,IL-1.197-0.992-X,IL-1.200-0.978-X,17.97,280.05,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2061,795674,Yellow perch,22,11,1085,21,22.38,IL-1.217-1.022-X,IL-1.217-0.995-X,1.48,280.0502,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-2200,795714,Northern pike,50,18,6749,5,52.49,IL-0.703-0.971-X,IL-0.703-0.971-X,0.67,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2200,795714,Northern pike,50,18,6749,5,52.49,IL-0.645-1.033-X,IL-0.632-1.265-X,2.09,172.0288,C8H9ClO2,X-0.65-172.029,P,
Lake_Ontario,GLNS15-2200,795714,Northern pike,50,18,6749,5,52.49,IL-1.201-0.989-X,IL-1.200-0.978-X,2.06,280.0498,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-0.702-0.976-X,IL-0.704-0.955-X,1.85,172.029,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-0.632-1.287-X,IL-0.632-1.265-X,0.4,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-0.864-1.032-X,IL-0.862-1.026-X,0.14,190.0296,C10H7ClN2,X-0.86-190.030,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-0.943-1.062-X,IL-0.944-1.059-X,0.15,223.9907,C10H6Cl2N2,X-0.94-223.991,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-1.496-1.035-X,IL-1.498-1.047-X,0.22,234.9947,C12H7Cl2N,X-1.50-234.995,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-0.813-1.025-X,IL-0.809-1.041-X,0.12,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-0.800-1.264-X,IL-0.801-1.251-X,0.1,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-1.198-0.999-X,IL-1.200-0.978-X,1.15,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-0.700-1.292-X,IL-0.699-1.290-X,0.1,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2196,795734,Smallmouth bass,365,120,1708,10,221.43,IL-1.226-1.537-X,IL-1.226-1.476-X,0.47,358.7429,Unknown G-C7H3Br3Cl,X-1.23-358.746,P,
Lake_Ontario,GLNS15-1301,795774,Smallmouth bass,244,98,7802,15,160.34,IL-0.703-0.962-X,IL-0.704-0.955-X,14.4,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Huron,GLNS15-1197,795814,White perch,408,101,4104,30,431.62,IL-1.197-0.990-X,IL-1.200-0.978-X,4.7,280.0504,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-1201,795834,Freshwater drum,43,12,12099,24,113.82,IL-0.633-1.286-X,IL-0.643-1.072-X,1.72,172.0284,C8H9ClO2,X-0.65-172.029,P,
Lake_Huron,GLNS15-1201,795834,Freshwater drum,43,12,12099,24,113.82,IL-0.701-0.975-X,IL-0.704-0.955-X,1.91,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Huron,GLNS15-1201,795834,Freshwater drum,43,12,12099,24,113.82,IL-1.198-0.992-X,IL-1.200-0.978-X,21.11,280.0495,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-1164,795874,White bass,719,147,12598,79,576.67,IL-1.200-0.843-X,IL-1.200-0.978-X,69.1,280.0505,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.704-0.978-X,IL-0.704-0.955-X,1.52,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.630-1.287-X,IL-0.632-1.265-X,3.25,185.0365,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.541-1.244-X,IL-0.543-1.239-X,11.1,186.0425,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.624-1.059-X,IL-0.624-1.057-X,7.3,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.459-1.536-X,IL-0.460-1.525-X,4.02,214.1122,C12H19ClO,X-0.46-214.112,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.808-1.031-X,IL-0.809-1.041-X,1.07,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-1.013-1.281-X,IL-0.979-1.253-X,0.33,246.0002,C14H8Cl2,X-0.98-246.000,P,DDE!
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.799-1.251-X,IL-0.801-1.251-X,0.44,273.9114,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-1.199-0.995-X,IL-1.200-0.978-X,23.01,280.05,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-1.214-1.020-X,IL-1.217-0.995-X,9.51,280.05,C14H13ClO4,X-1.22-280.050,P,
Lake_Ontario,GLNS15-1290,805514,Rainbow trout,188,87,1845,72,175.83,IL-0.696-1.281-X,IL-0.699-1.290-X,0.35,341.7876,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-0.635-1.429-X,IL-0.632-1.265-X,99.13,185.0367,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-0.541-1.391-X,IL-0.543-1.239-X,64.44,186.0444,C9H11ClO2,X-0.54-186.044,P,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-0.626-1.184-X,IL-0.624-1.057-X,27.07,188.06,C9H13ClO2,X-0.62-188.060,P,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-0.707-1.235-X,IL-0.709-1.096-X,6.18,216.0914,C11H17ClO2,X-0.71-216.091,P,
