Lake,Site ID,EPA Sample ID,Species,PCBs,Other Halo Organics (monitored),HaloMeOPs,Other Halo Organics UM,PCBs Targeted,Analyte_Original,Analyte_Averagred_ID,Concentration,Mass,Formula,Analyte_ID,Feeding,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-0.811-1.171-X,IL-0.809-1.041-X,2.26,235.923,C7H6BrClO2,X-0.81-235.923,P,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-0.800-1.404-X,IL-0.801-1.251-X,45.6,273.9117,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-1.200-1.143-X,IL-1.200-0.978-X,40.95,280.0553,C14H13ClO4,X-1.20-280.050,P,
Lake_Ontario,GLNS15-2197,805594,Rainbow trout,573,340,12427,419,318.25,IL-0.701-1.462-X,IL-0.699-1.290-X,2.87,341.7895,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-2188,805634,Walleye,192,159,23660,67,194.06,IL-0.645-1.045-X,IL-0.643-1.072-X,5.77,172.0286,C8H9ClO2,X-0.65-172.029,P,
Lake_Ontario,GLNS15-2188,805634,Walleye,192,159,23660,67,194.06,IL-0.703-0.984-X,IL-0.704-0.955-X,9.65,172.0286,C8H9ClO2,X-0.70-172.029,P,
Lake_Ontario,GLNS15-2188,805634,Walleye,192,159,23660,67,194.06,IL-0.635-1.237-X,IL-0.632-1.265-X,3.88,185.0361,C9H10ClO2,X-0.63-185.037,P,
Lake_Ontario,GLNS15-2188,805634,Walleye,192,159,23660,67,194.06,IL-0.800-1.237-X,IL-0.801-1.251-X,2.49,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Ontario,GLNS15-2188,805634,Walleye,192,159,23660,67,194.06,IL-0.701-1.255-X,IL-0.699-1.290-X,2.95,341.788,C7H5Br3O,X-0.70-341.788,P,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.631-1.265-X,IL-0.632-1.265-X,13.27,185.0364,C9H10ClO2,X-0.63-185.037,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.542-1.226-X,IL-0.543-1.239-X,1.68,186.0444,C9H11ClO2,X-0.54-186.044,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.623-1.046-X,IL-0.624-1.057-X,2.35,188.0598,C9H13ClO2,X-0.62-188.060,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.860-1.026-X,IL-0.862-1.026-X,2.55,190.0296,C10H7ClN2,X-0.86-190.030,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.705-1.085-X,IL-0.709-1.096-X,6.75,216.0912,C11H17ClO2,X-0.71-216.091,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.809-1.053-X,IL-0.809-1.041-X,0.16,235.9232,C7H6BrClO2,X-0.81-235.923,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.799-1.248-X,IL-0.801-1.251-X,3.08,273.9107,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-1.197-0.995-X,IL-1.200-0.978-X,21.16,280.0504,C14H13ClO4,X-1.20-280.050,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-1.028-1.145-X,IL-1.028-1.146-X,0.23,301.9668,C13H9Cl3O2,X-1.03-301.967,BD,
Lake_Ontario,GLNS15-1297,805674,Channel catfish,481,147,5633,97,322.83,IL-0.697-1.301-X,IL-0.699-1.290-X,3.07,341.789,C7H5Br3O,X-0.70-341.788,BD,
Lake_Erie,GLNS15-1166,806054,Freshwater drum,582,63,14044,27,520.89,IL-0.637-1.106-X,IL-0.643-1.072-X,3.56,172.0291,C8H9ClO2,X-0.65-172.029,P,
Lake_Erie,GLNS15-1166,806054,Freshwater drum,582,63,14044,27,520.89,IL-1.218-0.858-X,IL-1.217-0.995-X,7.27,280.0506,C14H13ClO4,X-1.22-280.050,P,
Lake_Erie,GLNS15-1166,806054,Freshwater drum,582,63,14044,27,520.89,IL-1.203-0.841-X,IL-1.200-0.978-X,11.16,280.0509,C14H13ClO4,X-1.20-280.050,P,
Lake_Erie,GLNS15-2141,806592,White bass,121,54,15246,29,98.37,IL-0.633-1.083-X,IL-0.643-1.072-X,29.9,172.0298,C8H9ClO2,X-0.65-172.029,P,
Lake_Erie,GLNS15-2139,806614,Smallmouth bass,64,28,17075,2,82.41,IL-0.706-0.840-X,IL-0.704-0.955-X,3.6,172.0285,C8H9ClO2,X-0.70-172.029,P,
Lake_Superior,GLNS15-1341,806774,Lake whitefish,7,7,5193,10,10.58,IL-0.704-0.970-X,IL-0.704-0.955-X,4.39,172.0285,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-1341,806774,Lake whitefish,7,7,5193,10,10.58,IL-0.646-1.037-X,IL-0.643-1.072-X,1.35,172.029,C8H9ClO2,X-0.65-172.029,BD,
Lake_Superior,GLNS15-1341,806774,Lake whitefish,7,7,5193,10,10.58,IL-1.198-0.995-X,IL-1.200-0.978-X,1.53,280.0499,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-1341,806774,Lake whitefish,7,7,5193,10,10.58,IL-0.699-1.286-X,IL-0.699-1.290-X,0.15,341.7876,C7H5Br3O,X-0.70-341.788,BD,
Lake_Superior,GLNS15-2013,806794,Longnose sucker,4,11,5301,7.06,11.99,IL-0.704-0.973-X,IL-0.704-0.955-X,4.2,172.0288,C8H9ClO2,X-0.70-172.029,BD,
Lake_Huron,GLNS15-1208,806814,Walleye,296,56,1522,8,214.81,IL-1.218-1.018-X,IL-1.217-0.995-X,4.53,280.0502,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-1208,806814,Walleye,296,56,1522,8,214.81,IL-1.196-1.000-X,IL-1.200-0.978-X,1.33,280.0505,C14H13ClO4,X-1.20-280.050,P,
Lake_Superior,GLNS15-1346,806934,Lake whitefish,4,6,5871,12,8.28,IL-0.704-0.971-X,IL-0.704-0.955-X,6.52,172.0284,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-1346,806934,Lake whitefish,4,6,5871,12,8.28,IL-0.802-1.260-X,IL-0.801-1.251-X,0.24,273.912,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Superior,GLNS15-1346,806934,Lake whitefish,4,6,5871,12,8.28,IL-1.198-0.997-X,IL-1.200-0.978-X,3.97,280.0497,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-2009,806994,Lake whitefish,23,16,5980,31.36,19.12,IL-0.704-0.969-X,IL-0.704-0.955-X,3.03,172.0288,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-2009,806994,Lake whitefish,23,16,5980,31.36,19.12,IL-0.638-1.270-X,IL-0.632-1.265-X,1.89,185.0365,C9H10ClO2,X-0.63-185.037,BD,
Lake_Superior,GLNS15-2009,806994,Lake whitefish,23,16,5980,31.36,19.12,IL-0.625-1.056-X,IL-0.624-1.057-X,1.41,188.0594,C9H13ClO2,X-0.62-188.060,BD,
Lake_Superior,GLNS15-2009,806994,Lake whitefish,23,16,5980,31.36,19.12,IL-1.201-0.990-X,IL-1.200-0.978-X,18.47,280.0495,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-2009,806994,Lake whitefish,23,16,5980,31.36,19.12,IL-1.210-0.988-X,IL-1.217-0.995-X,2.18,280.0508,C14H13ClO4,X-1.22-280.050,BD,
Lake_Superior,GLNS15-2009,806994,Lake whitefish,23,16,5980,31.36,19.12,IL-1.184-1.068-X,IL-1.195-1.066-X,0.18,336.0588,C17H17ClO3S,X-1.20-336.059,BD,
Lake_Superior,GLNS15-2009,806994,Lake whitefish,23,16,5980,31.36,19.12,IL-0.700-1.293-X,IL-0.699-1.290-X,0.19,341.7881,C7H5Br3O,X-0.70-341.788,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-0.704-0.973-X,IL-0.704-0.955-X,2.78,172.0285,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-0.637-1.265-X,IL-0.632-1.265-X,1.2,185.0365,C9H10ClO2,X-0.63-185.037,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-0.544-1.229-X,IL-0.543-1.239-X,1.84,186.0444,C9H11ClO2,X-0.54-186.044,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-0.625-1.056-X,IL-0.624-1.057-X,0.93,188.0597,C9H13ClO2,X-0.62-188.060,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-0.712-1.071-X,IL-0.709-1.096-X,1.38,216.0913,C11H17ClO2,X-0.71-216.091,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-0.802-1.250-X,IL-0.801-1.251-X,0.15,273.912,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-1.198-0.994-X,IL-1.200-0.978-X,7.94,280.0489,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-2003,807174,Lake whitefish,3,6,2805,17,6.49,IL-0.701-1.262-X,IL-0.699-1.290-X,0.39,341.7876,C7H5Br3O,X-0.70-341.788,BD,
Lake_Huron,GLNS15-1200,807234,Lake trout,484,292,5492,116,449.04,IL-1.083-1.129-X,IL-1.083-1.129-X,1.49,235.0075,C13H9Cl2,X-1.14-235.008,P,
Lake_Huron,GLNS15-1200,807234,Lake trout,484,292,5492,116,449.04,IL-1.215-1.018-X,IL-1.217-0.995-X,24.81,280.0493,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-1200,807234,Lake trout,484,292,5492,116,449.04,IL-1.198-1.000-X,IL-1.200-0.978-X,78.41,280.0495,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-1199,807254,Lake trout,131,399,7029,354,153.02,IL-0.640-1.286-X,IL-0.643-1.072-X,31.54,172.0288,C8H9ClO2,X-0.65-172.029,P,
Lake_Huron,GLNS15-1199,807254,Lake trout,131,399,7029,354,153.02,IL-0.806-1.266-X,IL-0.801-1.251-X,25.36,273.9001,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Huron,GLNS15-1199,807254,Lake trout,131,399,7029,354,153.02,IL-1.200-1.038-X,IL-1.200-0.978-X,224.45,280.0495,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-1199,807254,Lake trout,131,399,7029,354,153.02,IL-1.220-1.057-X,IL-1.217-0.995-X,62.84,280.0498,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-2095,807314,Walleye,470,76,1054,11,66.4,IL-1.203-0.967-X,IL-1.200-0.978-X,4.74,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-2095,807314,Walleye,470,76,1054,11,66.4,IL-1.220-0.973-X,IL-1.217-0.995-X,2.39,280.0499,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-2097,807334,White sucker,2,8,2076,2,6.23,IL-0.708-0.977-X,IL-0.704-0.955-X,1.46,172.0286,C8H9ClO2,X-0.70-172.029,BD,
Lake_Huron,GLNS15-2097,807334,White sucker,2,8,2076,2,6.23,IL-0.546-1.230-X,IL-0.543-1.239-X,0.18,186.0443,C9H11ClO2,X-0.54-186.044,BD,
Lake_Huron,GLNS15-2097,807334,White sucker,2,8,2076,2,6.23,IL-1.203-1.000-X,IL-1.200-0.978-X,0.46,280.05,C14H13ClO4,X-1.20-280.050,BD,
Lake_Huron,GLNS15-2093,807354,Longnose sucker,176,107,2473,20,50.86,IL-0.706-0.964-X,IL-0.704-0.955-X,7.01,172.0286,C8H9ClO2,X-0.70-172.029,BD,
Lake_Huron,GLNS15-2093,807354,Longnose sucker,176,107,2473,20,50.86,IL-0.650-1.045-X,IL-0.643-1.072-X,4.06,172.0288,C8H9ClO2,X-0.65-172.029,BD,
Lake_Huron,GLNS15-2093,807354,Longnose sucker,176,107,2473,20,50.86,IL-0.665-1.066-X,IL-0.651-1.086-X,0.4,186.0445,C9H11ClO2,X-0.66-186.044,BD,
Lake_Huron,GLNS15-2093,807354,Longnose sucker,176,107,2473,20,50.86,IL-0.808-1.217-X,IL-0.801-1.251-X,0.87,273.9116,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Huron,GLNS15-2093,807354,Longnose sucker,176,107,2473,20,50.86,IL-1.200-0.977-X,IL-1.200-0.978-X,1.68,280.0499,C14H13ClO4,X-1.20-280.050,BD,
Lake_Huron,GLNS15-2093,807354,Longnose sucker,176,107,2473,20,50.86,IL-1.220-0.998-X,IL-1.217-0.995-X,0.62,280.0499,C14H13ClO4,X-1.22-280.050,BD,
Lake_Huron,GLNS15-2093,807354,Longnose sucker,176,107,2473,20,50.86,IL-0.708-1.260-X,IL-0.699-1.290-X,0.16,341.7876,C7H5Br3O,X-0.70-341.788,BD,
Lake_Superior,GLNS15-1336,807434,Lake whitefish,8,13,5866,29,10.8,IL-0.704-0.972-X,IL-0.704-0.955-X,3.15,172.0288,C8H9ClO2,X-0.70-172.029,BD,
Lake_Superior,GLNS15-1336,807434,Lake whitefish,8,13,5866,29,10.8,IL-0.635-1.268-X,IL-0.632-1.265-X,0.7,185.0365,C9H10ClO2,X-0.63-185.037,BD,
Lake_Superior,GLNS15-1336,807434,Lake whitefish,8,13,5866,29,10.8,IL-0.544-1.240-X,IL-0.543-1.239-X,0.5,186.0443,C9H11ClO2,X-0.54-186.044,BD,
Lake_Superior,GLNS15-1336,807434,Lake whitefish,8,13,5866,29,10.8,IL-1.200-0.997-X,IL-1.200-0.978-X,18.8,280.0496,C14H13ClO4,X-1.20-280.050,BD,
Lake_Superior,GLNS15-1336,807434,Lake whitefish,8,13,5866,29,10.8,IL-1.218-0.993-X,IL-1.217-0.995-X,7.75,280.0496,C14H13ClO4,X-1.22-280.050,BD,
Lake_Superior,GLNS15-1336,807434,Lake whitefish,8,13,5866,29,10.8,IL-0.699-1.297-X,IL-0.699-1.290-X,0.18,341.7866,C7H5Br3O,X-0.70-341.788,BD,
Lake_Huron,GLNS15-2104,807594,Lake trout,653,653,3610,72,602.28,IL-0.635-1.276-X,IL-0.632-1.265-X,14.95,185.0364,C9H10ClO2,X-0.63-185.037,P,
Lake_Huron,GLNS15-2104,807594,Lake trout,653,653,3610,72,602.28,IL-1.194-0.990-X,IL-1.194-0.991-X,21.27,280.0519,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-2108,807694,Rainbow trout,56,48,2791,22,36,IL-1.200-0.992-X,IL-1.200-0.978-X,9.89,280.0449,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-2108,807694,Rainbow trout,56,48,2791,22,36,IL-1.218-1.013-X,IL-1.217-0.995-X,8.59,280.0492,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-1209,807774,Lake trout,782,537,10988,447,64.56,IL-0.637-1.278-X,IL-0.643-1.072-X,19.88,172.0292,C8H9ClO2,X-0.65-172.029,P,
Lake_Huron,GLNS15-1209,807774,Lake trout,782,537,10988,447,64.56,IL-0.704-0.980-X,IL-0.704-0.955-X,51.95,172.0308,C8H9ClO2,X-0.70-172.029,P,
Lake_Huron,GLNS15-1209,807774,Lake trout,782,537,10988,447,64.56,IL-0.542-1.240-X,IL-0.543-1.239-X,5.46,186.0465,C9H11ClO2,X-0.54-186.044,P,
Lake_Huron,GLNS15-1209,807774,Lake trout,782,537,10988,447,64.56,IL-1.222-1.015-X,IL-1.217-0.995-X,61.16,280.0509,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-1209,807774,Lake trout,782,537,10988,447,64.56,IL-1.205-0.995-X,IL-1.200-0.978-X,219.33,280.0534,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-1209,807774,Lake trout,782,537,10988,447,64.56,IL-0.699-1.315-X,IL-0.699-1.290-X,1.09,341.7882,C7H5Br3O,X-0.70-341.788,P,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-0.646-1.045-X,IL-0.643-1.072-X,1.21,172.0283,C8H9ClO2,X-0.65-172.029,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-0.702-0.977-X,IL-0.704-0.955-X,1.04,172.0285,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-0.540-1.246-X,IL-0.543-1.239-X,0.17,186.0443,C9H11ClO2,X-0.54-186.044,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-0.662-1.070-X,IL-0.651-1.086-X,0.11,186.0445,C9H11ClO2,X-0.66-186.044,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-0.800-1.253-X,IL-0.801-1.251-X,0.08,273.9106,C8H6Cl4O2,X-0.80-273.912,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-1.213-1.020-X,IL-1.217-0.995-X,5.37,280.0499,C14H13ClO4,X-1.22-280.050,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-1.196-1.000-X,IL-1.200-0.978-X,9.49,280.05,C14H13ClO4,X-1.20-280.050,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-0.983-1.321-X,IL-0.985-1.321-X,0.23,301.9623,Unknown D,X-0.98-301.962,BD,
Lake_Michigan,GLNS15-2055,807874,White sucker,17,3,526,20,11.25,IL-0.694-1.305-X,IL-0.699-1.290-X,1.85,341.788,C7H5Br3O,X-0.70-341.788,BD,
Lake_Michigan,GLNS15-1254,807914,Longnose sucker,,0.043,399,2.56,4.07,IL-0.704-0.971-X,IL-0.704-0.955-X,0.33,172.0282,C8H9ClO2,X-0.70-172.029,BD,
Lake_Michigan,GLNS15-1254,807914,Longnose sucker,,0.043,399,2.56,4.07,IL-0.645-1.032-X,IL-0.643-1.072-X,1.26,172.0288,C8H9ClO2,X-0.65-172.029,BD,
Lake_Michigan,GLNS15-1254,807914,Longnose sucker,,0.043,399,2.56,4.07,IL-1.201-0.989-X,IL-1.200-0.978-X,0.97,280.05,C14H13ClO4,X-1.20-280.050,BD,
Lake_Huron,GLNS15-1202,807954,Lake trout,222,288,2883,77,215.25,IL-0.528-1.292-X,IL-0.643-1.072-X,4.24,172.0288,C8H9ClO2,X-0.65-172.029,P,
Lake_Huron,GLNS15-1202,807954,Lake trout,222,288,2883,77,215.25,IL-0.660-1.068-X,IL-0.651-1.086-X,0.53,186.0442,C9H11ClO2,X-0.66-186.044,P,
Lake_Huron,GLNS15-1202,807954,Lake trout,222,288,2883,77,215.25,IL-1.197-0.987-X,IL-1.200-0.978-X,56.2,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-1202,807954,Lake trout,222,288,2883,77,215.25,IL-1.219-1.003-X,IL-1.217-0.995-X,5.23,280.0506,C14H13ClO4,X-1.22-280.050,P,
Lake_Huron,GLNS15-2099,814034,White sucker,129,42,853,19,112.21,IL-0.699-0.978-X,IL-0.704-0.955-X,0.42,172.0293,C8H9ClO2,X-0.70-172.029,BD,
Lake_Huron,GLNS15-2099,814034,White sucker,129,42,853,19,112.21,IL-1.200-0.988-X,IL-1.200-0.978-X,12.38,280.0504,C14H13ClO4,X-1.20-280.050,BD,
Lake_Huron,GLNS15-2099,814034,White sucker,129,42,853,19,112.21,IL-1.232-0.951-X,IL-1.229-0.955-X,0.16,280.0504,C14H13ClO4,X-1.22-280.050,BD,
Lake_Huron,GLNS15-2096,814054,Rainbow trout,319,253,8283,77,172.4,IL-0.637-1.256-X,IL-0.637-1.256-X,0.92,188.0598,C9H13ClO2,X-0.62-188.060,P,
Lake_Huron,GLNS15-2096,814054,Rainbow trout,319,253,8283,77,172.4,IL-0.808-1.238-X,IL-0.801-1.251-X,0.11,273.9116,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Huron,GLNS15-2096,814054,Rainbow trout,319,253,8283,77,172.4,IL-1.203-0.987-X,IL-1.200-0.978-X,74.55,280.0499,C14H13ClO4,X-1.20-280.050,P,
Lake_Huron,GLNS15-2102,814254,Yellow perch,ND,7,2041,1,3.72,IL-0.701-0.973-X,IL-0.704-0.955-X,1.32,172.0285,C8H9ClO2,X-0.70-172.029,P,
Lake_Huron,GLNS15-2117,814274,Longnose sucker,4,12,1888,1,4.35,IL-0.710-0.969-X,IL-0.704-0.955-X,1.2,172.0284,C8H9ClO2,X-0.70-172.029,BD,
Lake_Huron,GLNS15-1210,814314,Lake whitefish,11,24,87879,430,15.17,IL-0.646-1.049-X,IL-0.643-1.072-X,58.62,172.0253,C8H9ClO2,X-0.65-172.029,BD,
Lake_Huron,GLNS15-1210,814314,Lake whitefish,11,24,87879,430,15.17,IL-0.701-0.984-X,IL-0.704-0.955-X,180.11,172.029,C8H9ClO2,X-0.70-172.029,BD,
Lake_Huron,GLNS15-1210,814314,Lake whitefish,11,24,87879,430,15.17,IL-1.200-0.998-X,IL-1.200-0.978-X,173.7,280.0565,C14H13ClO4,X-1.20-280.050,BD,
Lake_Huron,GLNS15-1210,814314,Lake whitefish,11,24,87879,430,15.17,IL-1.220-0.976-X,IL-1.217-0.995-X,2.94,280.0635,C14H13ClO4,X-1.22-280.050,BD,
Lake_Huron,GLNS15-1206,814374,Rainbow trout,3,33,32895,299,30.34,IL-0.633-1.286-X,IL-0.643-1.072-X,58.01,172.029,C8H9ClO2,X-0.65-172.029,P,
Lake_Huron,GLNS15-1206,814374,Rainbow trout,3,33,32895,299,30.34,IL-1.200-0.995-X,IL-1.200-0.978-X,234.25,280.0976,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.631-1.277-X,IL-0.632-1.265-X,34.39,185.0367,C9H10ClO2,X-0.63-185.037,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.540-1.244-X,IL-0.543-1.239-X,19.36,186.0441,C9H11ClO2,X-0.54-186.044,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.662-1.085-X,IL-0.651-1.086-X,4.58,186.0445,C9H11ClO2,X-0.66-186.044,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.622-1.060-X,IL-0.624-1.057-X,10.2,188.0604,C9H13ClO2,X-0.62-188.060,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.508-1.374-X,IL-0.509-1.355-X,1.57,209.9406,C7H5Cl3O,X-0.51-209.941,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.458-1.536-X,IL-0.460-1.525-X,1.7,214.1122,C12H19ClO,X-0.46-214.112,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.707-1.095-X,IL-0.709-1.096-X,15.78,216.0911,C11H17ClO2,X-0.71-216.091,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.808-1.036-X,IL-0.809-1.041-X,1.64,235.9238,C7H6BrClO2,X-0.81-235.923,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-1.105-1.064-X,IL-1.106-1.063-X,0.75,248.0154,C14H10Cl2,X-1.11-248.015,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.800-1.250-X,IL-0.801-1.251-X,1.63,273.912,C8H6Cl4O2,X-0.80-273.912,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-1.198-0.984-X,IL-1.200-0.978-X,7.3,280.0497,C14H13ClO4,X-1.20-280.050,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.983-1.321-X,IL-0.985-1.321-X,0.4,301.9619,Unknown D,X-0.98-301.962,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-1.057-1.157-X,IL-1.057-1.159-X,8.11,336.867,C10H7Cl6,X-1.06-336.867,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.694-1.300-X,IL-0.699-1.290-X,0.17,341.7867,C7H5Br3O,X-0.70-341.788,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.897-1.456-X,IL-0.899-1.450-X,0.84,384.8068,C10H4Cl7O,X-0.90-384.806,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.911-1.398-X,,1.07,370.826,C10H6Cl7,X-0.95-370.828,P,
Lake_Ontario,GLNS15-2193,775454,Brown trout,1739,802,4511,262,870.59,IL-0.934-1.399-X,,0.77,370.8285,C10H6Cl7,X-0.95-370.828,P,
Lake_Ontario,GLNS15-2187,775574,Lake trout,2651,830,4217,421,1113.46,IL-1.023-1.302-X,,0.5,370.8287,C10H6Cl7,X-0.95-370.828,P,
Lake_Michigan,GLNS15-2054,776874,Lake trout,528,461,2385,60,341.36,IL-0.949-1.339-X,,2.44,370.829,C10H6Cl7,X-0.95-370.828,P,
Lake_Ontario,GLNS15-1298,793014,Rainbow trout,813,379,2386,92,334.99,IL-0.949-1.309-X,,3,370.8311,C10H6Cl7,X-0.95-370.828,P,
Lake_Erie,GLNS15-1158,793314,Walleye,89,33,3512,38,45.09,IL-1.002-1.062-X,,0.16,370.829,C10H6Cl7,X-0.95-370.828,P,
Lake_Superior,GLNS15-2011,794934,Longnose sucker,73,112,2222,18,32.57,IL-0.949-1.127-X,,1.04,370.8281,C10H6Cl7,X-0.95-370.828,BD,
Lake_Michigan,GLNS15-2050,795234,Lake trout,2335,1570,10261,109,369.42,IL-0.951-1.339-X,,19.88,370.8287,C10H6Cl7,X-0.95-370.828,P,
Lake_Michigan,GLNS15-2057,814554,Lake trout,544,161,2674,135,166.9,IL-0.939-1.364-X,,0.51,370.8286,C10H6Cl7,X-0.95-370.828,P,
